,0,0,0,0,0,0,0,0,0,0
F1-LOC,,,,,,,,,,
F1-MISC,,,,,,,,,,
F1-O,93.828,93.828,93.828,93.828,93.828,93.828,93.828,93.828,93.828,93.828
F1-ORG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1-PER,,,,,,,,,,
P-LOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-MISC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-O,88.378,88.378,88.378,88.378,88.378,88.378,88.378,88.378,88.378,88.378
P-ORG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-LOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-MISC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-O,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
R-ORG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
